,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
7,0.9675,0.10071817419700324,0.018942815656565658,0.029448809523809523,0.5940909090909091,0.09332031290461636,0.7941289978590116,0.033199401648462516,0.9611887713355304,0.006311228664469627,0.026456486822875457,GPcalib,KITTI,XGBoost,2,9090,1000,8000
8,0.967,0.09996024824461577,0.016460643939393924,0.0255261904761905,0.6485353535353535,0.06898465876863236,0.8220123138061641,0.025489026674332154,0.9694785175615241,0.0024785175615242502,0.02649537583184192,GPcalib,KITTI,XGBoost,2,9090,1000,8000
9,0.967875,0.09983116787559898,0.019203724747474747,0.02674732142857142,0.6237878787878788,0.08901723193183096,0.8015605458811015,0.03074259602323427,0.9638701424104426,0.0040048575895575145,0.026243513230917444,GPcalib,KITTI,XGBoost,2,9090,1000,8000
0,0.95375,0.15157507520880364,0.019653064891458315,0.029551002536497898,0.6237878787878788,0.12426316511248577,0.769829039775784,0.04089126176459027,0.950354552181652,0.003395447818347948,0.03518933368189724,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
1,0.95325,0.14980441110206702,0.022083182465248746,0.033103914900083777,0.43813131313131315,0.12033080198614717,0.7691644802435608,0.041740137026345665,0.9494196538310226,0.0038303461689775734,0.03524498536109022,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
2,0.95375,0.14638336473477498,0.022102255396807883,0.029704518572938775,0.4485353535353535,0.12753593134154453,0.7694902000281765,0.04151178348748462,0.9497470582501147,0.004002941749885282,0.03542320099150662,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
3,0.953375,0.15284472419197914,0.01844019688279449,0.027070166256157605,0.3762121212121212,0.1290800505302622,0.7706863246945446,0.03985870955948442,0.9513079526626096,0.0020670473373902987,0.035678909971919553,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
4,0.9535,0.1503556225482749,0.01865785264986665,0.025466451415546435,0.5264141414141414,0.12426602938835109,0.7780236877233613,0.03808594235776279,0.9533631554410095,0.0001368445589905315,0.0357968542371094,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
5,0.954,0.14735246840154612,0.020491517621052703,0.029292159605080473,0.6188383838383839,0.10851968238553612,0.7886947520587921,0.038028963164376414,0.9540003277358894,3.2773588937162756e-07,0.03545751937689183,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
6,0.95225,0.1500681769800331,0.019329228532717554,0.025738274814556032,0.43560606060606055,0.12149690510169987,0.7748639000404017,0.03557626525842341,0.9553722526345955,0.0031222526345954585,0.03583374566305387,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
7,0.954125,0.15294357917519924,0.017841490621510976,0.026301354379933216,0.372041847041847,0.12988167671144685,0.7731828675105673,0.03990696027297276,0.951518535576597,0.0026064644234028572,0.035531570580598346,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
8,0.953625,0.15248757831073398,0.02210572486665154,0.030604648951129458,0.5495454545454546,0.1265712398839786,0.7684534847195801,0.04203641914034216,0.9491750501511617,0.004449949848838217,0.035391949889815054,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
9,0.95375,0.15263534823417022,0.017597880617035544,0.024757461677205293,0.6237878787878788,0.12432199597814975,0.7756635080627419,0.038010257872485145,0.953372153802019,0.00037784619798088975,0.03544218401990695,GPcalib,KITTI,mondrian_forest,2,9031,1000,8000
0,0.963875,0.11500016921731576,0.015495176767676753,0.022928869047619017,0.6237878787878788,0.10217413858775214,0.8023449404842466,0.028497359695505813,0.9653918183984878,0.0015168183984877147,0.029427233610026873,GPcalib,KITTI,random_forest,2,9090,1000,8000
1,0.96275,0.11502935380149165,0.01681138888888889,0.025405357142857164,0.6732828282828283,0.1044186468236036,0.7913754084956286,0.03263059847176535,0.96081362528777,0.001936374712229922,0.029768389551808532,GPcalib,KITTI,random_forest,2,9090,1000,8000
2,0.9635,0.11255792608553325,0.01924757575757575,0.028111011904761913,0.5198484848484849,0.10897424573646432,0.7781891769732595,0.03576629914772663,0.9574430757306894,0.006056924269310655,0.028928940719545992,GPcalib,KITTI,random_forest,2,9090,1000,8000
3,0.96475,0.11147462785951097,0.021395265151515158,0.03138392857142856,0.4405555555555556,0.1131933686207972,0.7699611807009509,0.03935640527130154,0.9539220396342204,0.01082796036577964,0.02822914288649487,GPcalib,KITTI,random_forest,2,9090,1000,8000
4,0.964,0.11338258594163647,0.016982108585858573,0.028897916666666693,0.48510101010101014,0.11421065540120762,0.7791307408582584,0.03696340172846511,0.9564159874046569,0.007584012595343036,0.02913425318753578,GPcalib,KITTI,random_forest,2,9090,1000,8000
5,0.9635,0.11346407976923192,0.01477207070707071,0.023394345238095225,0.702979797979798,0.09923915029290048,0.798432336886285,0.028381012511870113,0.9652976747411625,0.0017976747411625332,0.029191483558513576,GPcalib,KITTI,random_forest,2,9090,1000,8000
6,0.964125,0.11377507026074174,0.0222373484848485,0.03285089285714286,0.6930808080808081,0.12805068314711288,0.7573515097061952,0.041670622254016125,0.9511192967300565,0.01300570326994355,0.028856461274316247,GPcalib,KITTI,random_forest,2,9090,1000,8000
7,0.96275,0.11729360204443974,0.016390530303030344,0.023955654761904782,0.801969696969697,0.08389569364614526,0.822549264166243,0.02399444509725058,0.9702893080728144,0.0075393080728145614,0.030155470812954693,GPcalib,KITTI,random_forest,2,9090,1000,8000
8,0.96425,0.11287814883342362,0.02184880050505051,0.030316369047619078,0.5841919191919192,0.11860599295796957,0.771282474584386,0.03786677059762393,0.955310314917633,0.00893968508236712,0.02880581283609786,GPcalib,KITTI,random_forest,2,9090,1000,8000
9,0.9635,0.11464307817715177,0.015802083333333338,0.027182440476190457,0.5643939393939394,0.11474348570653503,0.7845596562958427,0.032107584571518806,0.96120076972014,0.002299230279860131,0.02944880660308249,GPcalib,KITTI,random_forest,2,9090,1000,8000
0,0.962125,0.12111673127363286,0.01433122774166344,0.02525093221698713,0.36136363636363633,0.1131250084913256,0.7991264705386903,0.032565333112525685,0.9610599939507641,0.0010650060492358865,0.031244583455999328,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
1,0.962,0.12389278572627965,0.016614375988800528,0.026440799454618222,0.45540404040404037,0.11667247325271549,0.7992152267661781,0.033387460297217446,0.9602514418111916,0.0017485581888083898,0.031611423186916066,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
2,0.962125,0.12240706982372977,0.014936459848538662,0.025751215333939065,0.45540404040404037,0.1158268225428364,0.7939194938032288,0.03302914721718331,0.9604165325614648,0.0017084674385352099,0.031069524061928318,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
3,0.962,0.12196514618317118,0.014407696309947982,0.02594148656495011,0.46530303030303033,0.117476063762577,0.7958435389807411,0.033171014842442025,0.9603315382028389,0.0016684617971610347,0.03139903202730207,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
4,0.96275,0.12243912616385748,0.016451738104491555,0.026039440188032666,0.45540404040404037,0.11424556195731674,0.8006774932762362,0.03285555299172264,0.9609435529817588,0.0018064470182411682,0.03106533438164778,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
5,0.961125,0.1241620494499252,0.015360640625627317,0.02549296956822488,0.45540404040404037,0.11808224965790619,0.7984773986791598,0.03364037995683707,0.9598331986876374,0.0012918013123627038,0.03219920776101519,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
6,0.962,0.12339849417686406,0.015009280038378035,0.025937556047055964,0.46530303030303033,0.11615314530064004,0.7962326596260777,0.033011101688166206,0.9605001612417751,0.0014998387582249063,0.03133258352835002,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
7,0.961625,0.11960583834223748,0.014885784507103391,0.02616875119829365,0.45540404040404037,0.12084075514172705,0.7897378400566246,0.03328014276775814,0.9599281723231274,0.0016968276768724137,0.0313947337256693,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
8,0.96125,0.12289501640111865,0.01419218592149716,0.025275417611465456,0.46530303030303033,0.11718513316484615,0.792598706673813,0.0328412767239894,0.9603945226326754,0.0008554773673245947,0.031568148918664204,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
9,0.962875,0.12152965075261096,0.02194606083905677,0.03583251171739625,0.4108585858585858,0.15531806283343827,0.7534964396626298,0.04377543049789771,0.9486982876818119,0.014176712318188161,0.031160141836452406,GPcalib,KITTI,1layer_NN,2,9090,1000,8000
