Method,Dataset,Model,n_classes,size,calib_size,test_size,accuracy_mean,accuracy_std,log-loss_mean,log-loss_std,ECE_mean,ECE_std,MCE_mean,MCE_std,sharpness_mean,sharpness_std,overconfidence_mean,overconfidence_std,underconfidence_mean,underconfidence_std,avg_confidence_mean,avg_confidence_std,weighted_abs_conf_difference_mean,weighted_abs_conf_difference_std
GPcalib,ImageNet,resnet152,1000,50000,1000,10000,0.783,0.002445403852127486,0.8410166982151605,0.010076333355936282,0.0283306403468389,0.0037608002287342897,0.40567540983157685,0.3087782281427591,0.24191800222334062,0.008103345878722681,0.5038183978368466,0.010685197841757704,0.15535429485771962,0.007349331401055498,0.7706808203837408,0.008121617792585065,0.012359957691452763,0.007565913490935396
GPcalib,ImageNet,densenet121,1000,50000,1000,10000,0.7455499999999999,0.003156738823532938,1.0181060653271674,0.02134550498069074,0.03565493641308894,0.004038325872991361,0.24676270105233528,0.11047380802462357,0.2703247382640487,0.0061413763563024654,0.49910223957043476,0.022797377376510847,0.15892866777294948,0.01890976810873149,0.7540596455935766,0.019295279170889836,0.020121173475475422,0.007928073422119349
GPcalib,ImageNet,densenet201,1000,50000,1000,10000,0.7698600000000001,0.003504346507473886,0.9153911812576763,0.023623827757324786,0.03671515767035513,0.005830349626308505,0.3108334054834055,0.11967846111986809,0.24639542332441886,0.0064394702130129685,0.5137998189140452,0.0294413638788011,0.15047580022517087,0.022765938354502628,0.7722841126444834,0.023415129286579534,0.0229389741917435,0.009620959332107588
GPcalib,ImageNet,inceptionv4,1000,50000,1000,10000,0.80106,0.004653123204424693,0.7775484748763108,0.020359978751544463,0.026909354848484845,0.0031168591772838265,0.267890704202266,0.09350254158926935,0.19837252871264824,0.009843987445567859,0.547797606001553,0.01675434046543544,0.13669426507363538,0.009778012527646755,0.8005556992012733,0.010594741261599304,0.009333885720655202,0.006766463306045541
GPcalib,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.79041,0.005605641999113241,0.8223771815698161,0.02536341672495608,0.027891026518218363,0.005450832493041719,0.3253073134594874,0.21735803408388726,0.21587094006565016,0.006862582015526514,0.5298495796969369,0.015871775893879413,0.14638281915433077,0.011520328232547464,0.785780356901127,0.011830505511874081,0.011010349978725673,0.008969986580904908
GPcalib,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.80212,0.004320956684192362,0.7584288494471246,0.011156816432390602,0.025006885353535357,0.0020159892299613765,0.2712457486807553,0.22674429352459585,0.21216409122663255,0.004968087543755598,0.5311280449607884,0.009352694388397894,0.13619165589451243,0.00782756423941824,0.7979802215539251,0.007761072998844039,0.007711102446743385,0.004529373116956265
GPcalib,ImageNet,polynet,1000,50000,1000,10000,0.80827,0.0030018697876860252,0.724451890908065,0.009950800027617283,0.028292043389496407,0.0040694720142042725,0.3233857096308709,0.21749715323849075,0.2116564387093643,0.006319780415512739,0.5329902236464938,0.009774201125807206,0.1404281295010045,0.0064670640957577375,0.7969600661149108,0.006313262030656838,0.011386848299705533,0.007227751954534948
GPcalib,ImageNet,senet154,1000,50000,1000,10000,0.81166,0.0030313913197298034,0.73138755136103,0.007720762820553522,0.030937544444444447,0.003009431580210038,0.39364678283173443,0.25467186615555487,0.17228907074456173,0.009709627156972506,0.5715834566404417,0.015086315602669063,0.12828514013851322,0.00735444993360977,0.8151721979880471,0.008635916685600748,0.006743219637798378,0.005798501668071954
GPcalib,ImageNet,pnasnet5large,1000,50000,1000,10000,0.8289500000000001,0.004100745189732132,0.6644985592718152,0.01513259341488035,0.027013060505050514,0.0017587035941395125,0.4516105339105339,0.25509702378292387,0.16373898332571843,0.005726773095940295,0.5834512464041886,0.009380822749931133,0.1229081552319407,0.0065508394335163445,0.8268590656066056,0.007560699118520738,0.0052120072800304965,0.002400902500059727
GPcalib,ImageNet,nasnetalarge,1000,50000,1000,10000,0.8232999999999999,0.002741451359326924,0.6799533271491779,0.010797363948353886,0.025530217474747475,0.0030136162327685065,0.4790343434343434,0.2587772423344502,0.16634319169953288,0.008890522747309714,0.5822649382572715,0.016329305008387775,0.12128247861875266,0.009327702895077,0.8263200449347359,0.011036838184314666,0.008419897108670641,0.0041542520300914005
Temp,ImageNet,alexnet,1000,50000,1000,10000,0.56516,0.003953114102971355,1.9072293101690616,0.022380485258344143,0.034202986204374286,0.0034873820873671316,0.17326577088632586,0.045552792506185075,0.3952521189594669,0.004186771695226902,0.33890935703344105,0.010869729103616955,0.2791683078484145,0.008031220909665538,0.5547555118252971,0.009014632508425652,0.010873423980872002,0.008895604571734923
Temp,ImageNet,vgg19,1000,50000,1000,10000,0.7236999999999999,0.002843706501498825,1.1087569333849865,0.0172879812749861,0.03421748501472453,0.0033620124856233186,0.19851446656901967,0.05184669463686967,0.33149660235070133,0.0060693474377377975,0.4406849785886795,0.00720938023100203,0.18012157894945088,0.00696110118426108,0.7151069511600292,0.007269809512801782,0.008923678959917818,0.0059539333960204385
Temp,ImageNet,resnet50,1000,50000,1000,10000,0.76143,0.0042132199351828555,0.9494806319835816,0.019263901222782626,0.03409131246507791,0.0017739283924853722,0.3604238573806825,0.23468947719003563,0.28503426545747823,0.007262981090277148,0.489548077810883,0.010452122841339617,0.1528533003623999,0.007418506058658467,0.7618427724481882,0.007671934980976305,0.006877173547646213,0.005833814307990177
Temp,ImageNet,resnet152,1000,50000,1000,10000,0.78279,0.002242245897903841,0.8534287728267808,0.009891455681402197,0.03225778390706938,0.0018783037627990169,0.4600062826062826,0.3503751219764585,0.2596499350226744,0.007015994616650258,0.5112176880607735,0.009729588576981306,0.1380668598854145,0.0059544239036798344,0.7857467873400753,0.0067455324579660325,0.006068891861140154,0.0033120521484340444
Temp,ImageNet,densenet121,1000,50000,1000,10000,0.7456,0.0032235246409964284,1.0172144024878444,0.017928188908087842,0.032891232540794,0.0020184876071098023,0.22477734363288188,0.04840653268385488,0.28515275863682105,0.008580015596891756,0.4874026813357677,0.012856106246788002,0.1621116310261472,0.007446063699452015,0.7487270431369236,0.008389987343917238,0.007898220086585434,0.005614467596670075
Temp,ImageNet,densenet201,1000,50000,1000,10000,0.76986,0.0035581518298752183,0.9187746548161687,0.015812850006423105,0.03238101401188653,0.0018067266310694324,0.30469669628616997,0.12186935631909353,0.2655109009233304,0.006453821315701974,0.5061146418474181,0.012158168239149236,0.1471945960807844,0.006262361451949824,0.7730364360322868,0.006492081978382085,0.008056943671070061,0.004814288073334989
Temp,ImageNet,inceptionv4,1000,50000,1000,10000,0.8010999999999999,0.004808095025868125,0.8434447252953617,0.018975628758132985,0.046246484769599694,0.006962856966568743,0.28089127759251575,0.06030356839051229,0.16974897370654238,0.00379538367921174,0.6154983858482088,0.009527778078883447,0.10303717268147032,0.007502712697742291,0.8409886888748087,0.00726071557890507,0.03988868887480867,0.009806221013601592
Temp,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.7904899999999999,0.00561336698327212,0.897693674302344,0.030104805241830065,0.04816753674526912,0.0069222557722460895,0.35350432900432904,0.2333088698907142,0.22350606617042418,0.008795468495881212,0.5731582733503988,0.014858180886974744,0.10847089734360012,0.007658413824700649,0.8248537159004204,0.008119860509167793,0.03436371590042046,0.01155515370236784
Temp,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.8022400000000001,0.004241383422108099,0.8125494045841789,0.013676521704643507,0.04148757848484847,0.003934867583633289,0.6515030437262994,0.3021990704429566,0.17218149027044363,0.0029982237000249217,0.6037234625603786,0.006239295781191044,0.10516955444769997,0.004186059277756757,0.8372626253918926,0.004250916346843607,0.03502262539189256,0.005026369850854238
Temp,ImageNet,polynet,1000,50000,1000,10000,0.8085700000000001,0.002972111109034195,0.7572648631290725,0.012320103669977824,0.03694309959669839,0.0029911654111041703,0.35716766191325017,0.09105136656546602,0.232568787430947,0.005325126233249786,0.5477943558360799,0.009985429569944406,0.11617421098658695,0.004478086907934568,0.8195045009486478,0.004785655005025124,0.010973784341485701,0.006378943850116973
Temp,ImageNet,senet154,1000,50000,1000,10000,0.81174,0.0030452877988423133,0.7901944330510943,0.008555786822406129,0.04974377949494949,0.002815819757145002,0.3908536796536796,0.18745992355885588,0.1492309426073631,0.004731141024198448,0.6355373434292984,0.010046156062468,0.09638803513057352,0.0047325651973755,0.8531356090613625,0.005699033087185826,0.04139560906136257,0.0056590881061517944
Temp,ImageNet,pnasnet5large,1000,50000,1000,10000,0.82887,0.004103670443774807,0.7555891856456338,0.020086067178264257,0.04861972151515151,0.003069294139254077,0.5117502087000808,0.23975151711432185,0.10759863048237221,0.002270571836624136,0.6836299814900336,0.005273896344791727,0.09169080607236062,0.004356354318607539,0.8698582039041213,0.004912178175754245,0.040988203904121376,0.003771323334725707
Temp,ImageNet,nasnetalarge,1000,50000,1000,10000,0.8233900000000001,0.0025739938703199317,0.7819834393361693,0.011393150964777925,0.0515862612121212,0.002892166561253038,0.5231525252525253,0.24478801663435276,0.09973785692204287,0.00364440410224825,0.6961399371299611,0.008496235979540051,0.09275112375451916,0.005500744895995664,0.8699583674356391,0.006250363774942441,0.046568367435639156,0.004591476039474222
