,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.962125,0.12241015338329211,0.02085328282828287,0.6237878787878788,0.07885295746214002,0.8315763935823477,0.03048182219974212,0.9642936327230045,0.002168632723004521,0.03131955028063611,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
1,0.961375,0.12200903457611503,0.01766655303030304,0.7376262626262626,0.06906194834750004,0.8416867365323527,0.029547454271522347,0.9654789663482772,0.004103966348277345,0.03190283438675491,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
2,0.962,0.11959265944698282,0.018083219696969764,0.698030303030303,0.07419746900946139,0.825053271680781,0.035170199221318935,0.9595182926729608,0.002481707327039104,0.03097957942121611,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
3,0.961875,0.12137539406156088,0.020621603535353614,0.6732828282828283,0.07208052365944038,0.8385010931169342,0.03079069044189692,0.9642260588062835,0.0023510588062834806,0.03159495281832164,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
4,0.961625,0.12000996975180363,0.01810344696969702,0.8514646464646465,0.07882305429983523,0.8250033944120507,0.030855680304852626,0.9636129116874086,0.00198791168740858,0.0311938558056212,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
5,0.960875,0.127793811213481,0.02017906565656562,0.3696464646464647,0.1104236950709165,0.8142660676983328,0.02855099218290941,0.9652992252849442,0.004424225284944159,0.03269608182003414,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
6,0.962,0.12044926814913348,0.017701603535353536,0.6633838383838384,0.06980580295778396,0.8404843792745749,0.031141455639018885,0.9639803260876977,0.0019803260876977077,0.03153654706064218,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
7,0.962125,0.1229470726814414,0.0246467171717172,0.6782323232323233,0.0703857816735066,0.8393513113153452,0.03528142283448331,0.9599702919714413,0.0021547080285585565,0.03170680082266389,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
8,0.96125,0.12436511181812761,0.021538888888888965,0.6435858585858586,0.05684696688510353,0.8548708506890424,0.0289925083940742,0.9665071967703966,0.005257196770396523,0.03217675010996791,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
9,0.96275,0.12006959145338217,0.02627686868686872,0.45540404040404037,0.08761536733046293,0.8034837894510931,0.04455406259357632,0.9497853473950877,0.01296465260491238,0.030606329613435127,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
